title,issue_codes,learning_coded,issue_ 1,issue_ 2,issue_ 3,issue_ 4,issue_ 5,issue_ 6,issue_ 7,issue_ 8,issue_ 9,issue_10,issue_11,issue_12,issue_13,issue_14,issue_15,issue_16,matched
Actions against a surveyor.,3,3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Political activity on homeowners association property.,5,5,0,0.333333333333333,0.166666666666667,0.04,1,0,0,0,0.333333333333333,0,0.0833333333333333,0.333333333333333,0,0,1,0.0666666666666667,1
Environmental rules and standards.,7,7,0,0,0,0.04,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0.0666666666666667,1
Marriage amendment ballot language.,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Expungement.,3,3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Civil proceeding advance payment transactions.,9,9,0,0.166666666666667,0.333333333333333,0,0,0,0,0,1.66666666666667,0,0.0833333333333333,0,0,0,0,0.0666666666666667,1
Marion County fire consolidation.,12,12,0,0,0,0.04,0,0,0,0,0,0,0.0833333333333333,1.55555555555556,0,0,0.285714285714286,0.133333333333333,1
Bureau of motor vehicles fees.,13,13,0,0.333333333333333,1.33333333333333,0,0,0,0,0,0,0,0,0.111111111111111,1.6,0,0,0,1
Environmental coverage.,7,7,0,0,0,0,0,0,1.33333333333333,0.166666666666667,0,1,0,0,0,0,0,0,1
Fire and building safety issues.,11,12,0,0,0.166666666666667,0,0,0,0.333333333333333,0,0.333333333333333,0,0.416666666666667,0.666666666666667,0.4,0,0,0,0
Student records.,4,4,0,0,0.166666666666667,0.427,0,0,0,0.166666666666667,0,0,0,0.387,0,0,0,0,1
Innovation network schools.,4,4,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,1
County government issues.,12,12,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,1.19286666666667,2.47064444444444,0.4,0,0.285714285714286,0.133333333333333,1
Welfare matters; drug testing.,8,8,0,0,0.166666666666667,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1
State and local tax matters.,15,12,0.5,1.16666666666667,0,0,0.2,0.25,0,0.166666666666667,0,0,1.08333333333333,1.80397777777778,0.4,0,1.387,0.6,0
Self-service storage facilities.,2,2,0,1,0.166666666666667,0.04,0,0,0,0.5,0,0,0.166666666666667,0,0.2,0,0,0.2,1
Teacher preparation programs.,4,2,0,0.333333333333333,0,0.32,0,0.25,0,0,0,0,0,0,0,0,0,0,0
Regulation of residential rental property.,11,2,0,1.16666666666667,0.166666666666667,0.08,0.2,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.5,0.333333333333333,0,0.166666666666667,1,0,0
Allows the owner of a private generation project to sell excess electric output generated by the project to an electric utility.,14,14,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,3.16666666666667,0,0.0666666666666667,1
A HOUSE RESOLUTION urging national policy makers to adopt an energy approach that increases United States energy security, achieves North American energy independence, ensures the availability of needed pipelines and infrastructure, stimulates the United States economy, and creates American jobs.,14,14,0.5,0,0.333333333333333,0,0,0,0,0,0,0,0.25,0,0,5.85953333333333,0.142857142857143,0.8,1
A CONCURRENT RESOLUTION recognizing the problem of malnutrition and its effect on health outcomes.,8,8,0,0,0,0.04,0,0,0,2.19286666666667,0,0,0.0833333333333333,0,0,0,0,1.06666666666667,1
Marriage.,8,8,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1
State and local taxation.,15,15,0.5,0.333333333333333,0,0,0.2,0.25,0,0.166666666666667,0,0,1.08333333333333,1.13731111111111,0.4,0,1.387,0.6,1
Minors and tanning devices.,8,8,0,0.166666666666667,0,0.04,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,1
Natural and cultural resources penalties.,7,7,0,0.166666666666667,0.166666666666667,0,0,0,2.71906666666667,0,0,0,0,0,0,0.666666666666667,0,0.133333333333333,1
Municipal utilities.,14,14,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,1.19286666666667,0,0,1
Downloading of cell phone information by police.,3,3,0,0.333333333333333,0.833333333333333,0,0,0.25,0,0,0,0,0,0,0.2,0,0,0.133333333333333,1
Education standards.,4,4,0,0,0.166666666666667,1.0662,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0.0666666666666667,1
Agricultural operations and trespass.,1,1,2.5,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,1
Redevelopment commissions and authorities.,11,12,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0
CHOICE program; nursing facility moratorium.,2,2,0,0.666666666666667,0,0.04,0,0,0,0.5,0,0,0,0,0,0,0,0,1
Central Indiana transit.,13,13,0.5,0.166666666666667,0,0.04,0.2,0,0,0.166666666666667,0,0,0.166666666666667,0,1.4,0.166666666666667,0.142857142857143,0.8,1
State policy on agriculture and farmers' rights.,1,1,3.0262,0.166666666666667,0,0,0.2,0,0,0.333333333333333,0,0,1,0.111111111111111,0,0.166666666666667,0.571428571428571,0.6,1
Firearm matters.,3,2,0,0.387,0.166666666666667,0,0,0.25,0,0,0,0,0,0.111111111111111,0,0,0,0,0
Choice scholarship.,4,2,0,0.166666666666667,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
Various education matters.,4,4,0,0,0.166666666666667,1.0262,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,1
Medical debt collection procedures.,8,8,0,0,0,0,0,0,0.333333333333333,0.833333333333333,0,0,0,0.111111111111111,0,0,0.142857142857143,0.0666666666666667,1
Charter school funding.,4,4,0,0,0.166666666666667,1.24,0,0,0,0.166666666666667,0,0,0,0.111111111111111,0,0,0,0.0666666666666667,1
Allow alcoholic beverages at the state fair.,11,11,0.5,0.333333333333333,0,0,0.2,0,0,0.166666666666667,0,0,1.41666666666667,0.111111111111111,0,0,0.571428571428571,0.866666666666667,1
Demand side management programs.,2,2,0,0.833333333333333,0,0.08,0,0,0,0.166666666666667,0,0,0.0833333333333333,0,0,0,0,0.0666666666666667,1
Law enforcement training and emergency services.,3,3,0,0.166666666666667,2.16666666666667,0.08,0.8,0,0,1.16666666666667,0.333333333333333,0,0.333333333333333,0.222222222222222,0.2,0,0,0.333333333333333,1
Complexity index calculation.,9,9,0,0,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,1
Various tax matters.,15,2,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.387,0,0
Various election law matters.,5,5,0,0,0.333333333333333,0,1.8,0,0,0.166666666666667,0.333333333333333,0,0.0833333333333333,0.111111111111111,0.2,0,0,0.133333333333333,1
A SENATE RESOLUTION recognizing Mary Beth Schneider for a job well-done.,11,16,0,0,0,0,0,0,0,0.166666666666667,0,0,0.666666666666667,0,0,0,0,1.06666666666667,0
Right to hunt, fish, and harvest wildlife.,7,7,0,0,0,0,0,0.5,1.66666666666667,0,0,0,0,0,0,0,0,0.133333333333333,1
Denial of organ procurement by coroner.,8,8,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,1
Property tax deductions for contract purchasers.,2,15,0,1.66666666666667,0.166666666666667,0.04,0.2,0,0,0,0.333333333333333,0,0.166666666666667,0.888888888888889,0,0.166666666666667,1.67271428571429,0,0
Utility infrastructure projects.,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.5,0.142857142857143,0,1
Intrastate motor carriers.,13,13,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1
School instructional time.,4,4,0,0,0.333333333333333,1.08,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0.133333333333333,1
Historic rehabilitation tax credits.,15,2,0,0.833333333333333,0.166666666666667,0,0,0.25,0,0,0,0,0,0.666666666666667,0,0,0.815571428571429,0,0
City legislative body membership qualifications.,12,12,0,0,0,0,0.2,0,0,0,0,0,0.0833333333333333,0.666666666666667,0,0,0,0.2,1
Special relief.,3,3,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lottery game benefiting veterans.,2,2,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0,0,0.0833333333333333,0,0,0,0.142857142857143,0,1
Space transportation technology development.,2,2,0,1.5262,0.166666666666667,0,0,0,0,0.166666666666667,0,0,0,0,1.0262,0.166666666666667,0,0,1
Grain buyers and grain indemnity program; seeds.,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Proof of collateral source payments.,9,9,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0.2,0,0,0,1
Renewable energy.,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35953333333333,0,0.0666666666666667,1
Indiana utility regulatory commission fining authority.,14,14,0.5,0.166666666666667,0,0.08,0.4,0,0,0.333333333333333,0,0,1.35953333333333,0,0.6,1.83333333333333,0.142857142857143,0.8,1
Indiana business price preferences.,2,2,0.5,1.5262,0,0.04,0.2,0,0,0.166666666666667,0,0,0.166666666666667,0,1,0.166666666666667,0.142857142857143,0.733333333333333,1
Vehicle Bill.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.733333333333333,1
Bank branches in or near retail merchants.,9,9,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0.142857142857143,0,1
Civil penalties for certain disclaimers.,3,3,0,0.166666666666667,1,0,0,0,0.333333333333333,0,0.333333333333333,0,0.0833333333333333,0.111111111111111,0,0,0.142857142857143,0.133333333333333,1
Emergency management.,8,8,0,0.166666666666667,0.333333333333333,0,0,0,0,0.666666666666667,0,0,0.0833333333333333,0.111111111111111,0,0,0,0.0666666666666667,1
Contraception definition.,8,8,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,1
Uniform roadside memorial markers.,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.0666666666666667,1
Tax sale redemption interest rates.,2,2,0.5,1.83333333333333,0,0,0,0,0.333333333333333,0,0,0,0.0833333333333333,0.666666666666667,0,0,0.387,0,1
Local government issues.,12,12,0,0.166666666666667,0,0,0,0.25,0.333333333333333,0,0.333333333333333,0,1.2762,2.49684444444444,0.8,0,0.428571428571429,0,1
Charity gaming workers.,2,2,0,1.83333333333333,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.0666666666666667,1
Prohibit alcohol on school property.,4,4,0,0.333333333333333,0.5,1.12,0.2,0,0,0,0.333333333333333,0,0.0833333333333333,0.333333333333333,0,0,1,0.133333333333333,1
Income tax exemption for veterans.,15,15,0,1,0,0,0,0,0,0,0,0,0.0833333333333333,0.888888888888889,0,0,1.67271428571429,0,1
Credit services and real estate transactions.,2,9,0,1.16666666666667,1.16666666666667,0.04,0,0,0,0.333333333333333,1.33333333333333,0,0.25,0,0,0,0.285714285714286,0.133333333333333,0
Employer credits for rehiring laid off workers.,6,6,0,0.333333333333333,0,0,0,1.5,0,0,0,0,0,0,0,0,0.142857142857143,0,1
Office of minority health.,8,8,0,0,0,0.04,0,0,0,1.35953333333333,0,0,0.0833333333333333,0,0,0.166666666666667,0,0.0666666666666667,1
DNA samples from felony arrestees.,3,3,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.142857142857143,0,1
Attorney general matters.,3,3,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0.133333333333333,1
Assessment of agricultural land.,15,1,1,0,0,0,0,0,0.333333333333333,0,0,0,0.0833333333333333,0,0,0,0.714285714285714,0,0
Gaming matters.,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,1
Discharge of long term inmates; credit time.,3,9,0,0.333333333333333,1,0.04,0,0,0,0,1,0,0,0,0,0,0,0.2,0
Memorializing Army Specialist Brian Bowman.,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333333333,1
Honoring Coach Dean Doerffler, Fort Wayne Concordia HS, on his retirement.,16,16,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,2,1
Public pension funds.,15,15,0,0,0,0,0.2,0,0,0,0,0,0,0.111111111111111,0,0,0.428571428571429,0,1
Serving alcohol during the Indiana state fair.,16,16,1,0.333333333333333,0.166666666666667,0.08,0.4,0,0,0.333333333333333,0,0,1.25,0.111111111111111,0.6,0.166666666666667,0.714285714285714,1.6,1
Certain sex offenders and school property.,3,3,0,0.333333333333333,1.16666666666667,1.04,0.2,0,0,0,0.333333333333333,0,0.0833333333333333,0.444444444444444,0,0,1.14285714285714,0.0666666666666667,1
Military service information on BMV documents.,13,13,0,0.5,0.333333333333333,0,0,0.25,0,0.333333333333333,0,0,0.25,0,1,0,0,0.266666666666667,1
Farm wineries and direct wine sellers.,1,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.142857142857143,0.0666666666666667,1
Lake Station school board election date.,12,5,0,0,0.166666666666667,1.04,1.2,0,0,0,0,0,0,0.777777777777778,0,0,0,0.133333333333333,0
Tax sales and penalties.,2,2,0,1.66666666666667,0.166666666666667,0,0,0,0.333333333333333,0,0.666666666666667,0,0,0.666666666666667,0,0,0.672714285714286,0.0666666666666667,1
Ballots and voting systems.,5,5,0,0,0,0,1.2,0,0.666666666666667,0,0,0,0,0,0.4,0.166666666666667,0,0,1
Coverage for tamper resistant opioids.,8,10,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,1,0,0,0,0,0,0,0
Income tax rate adjustment.,15,15,0,0.833333333333333,0,0.08,0,0,0,0,0,0,0,0.888888888888889,0,0,1.387,0,1
State contracts and grants.,11,11,0.5,0.166666666666667,0,0.08,0.2,0,0,0.166666666666667,0,0,1.25,0.222222222222222,0,0.166666666666667,0.714285714285714,0.6,1
Thirteenth check.,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,1
Age of candidate for state convention delegate.,5,5,0.5,0.333333333333333,0,0,1.2,0,0,0.166666666666667,0,0,1,0.111111111111111,0,0,0.571428571428571,0.6,1
Unemployment benefits.,6,6,0,0,0,0,0,1.137,0,0.166666666666667,0,1,0,0,0,0,0,0,1
Criminal law study committees.,3,3,0,0,1.33333333333333,0,0.8,0,0,0.333333333333333,0.333333333333333,0,0.25,0,0.2,0,0,0.8,1
Sales of motorcycles on Sunday.,2,2,0,1.33333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.285714285714286,0.0666666666666667,1
Corporal punishment by parents.,8,8,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.133333333333333,1
Nepotism; public employee holding elected office.,11,6,0,0,0,0.12,0,1,0,0.333333333333333,0,0,0.666666666666667,0,0,0.166666666666667,0,0,0
Vehicle Bill.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.733333333333333,1
State use of contingency fee counsel.,11,11,0.5,0.333333333333333,0,0.04,0.2,0,0,0.166666666666667,0,0,1.41666666666667,0.111111111111111,0.2,0,0.714285714285714,0.6,1
Evaluation of appointments of major agency heads.,11,11,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0.111111111111111,0,0,0,0,1
Vehicle Bill.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.733333333333333,1
Vehicle Bill.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.733333333333333,1
Proof of insurance for vehicle registration.,13,10,0,0.333333333333333,0,0.08,0,0.5,0,0.166666666666667,0.333333333333333,1.0262,0,0,1,0,0,0.733333333333333,0
Dental practice matters.,8,8,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,1
Vote fraud and employment.,3,3,0,0,1.16666666666667,0,0.2,1.0262,0,0,0,0,0,0,0,0,0,0,1
Use of mini-trucks on Indiana roads.,13,13,0.5,0.333333333333333,0,0.08,0.2,0,0,0.166666666666667,0,0,0.333333333333333,0,2.2262,0.166666666666667,0.285714285714286,0.733333333333333,1
Township government.,12,12,0,0,0,0,0,0,0,0,0,0,1.0262,1.69286666666667,0,0,0,0,1
Reorganization of a township and a municipality.,12,12,0,0,0,0.04,0,0,0,0,0,0,0,1,0,0,0,0,1
Expungement petitions.,3,3,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Regulation of dialysis facilities.,8,2,0,0.5,0,0.04,0,0,0,0.5,0,0,0.166666666666667,0.111111111111111,0,0,0,0,0
Not-for-profit sewer utilities.,14,14,0,0,0.166666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,1.69286666666667,0,0,1
Termination of residential leases.,2,2,0,0.833333333333333,0,0.04,0,0,0.333333333333333,0.333333333333333,0,0,0.166666666666667,0,0,0.166666666666667,0,0,1
Abandoned housing.,2,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Property tax assessment increases.,15,15,0,1.16666666666667,0.166666666666667,0.04,0.2,0,0,0,0.333333333333333,0,0.0833333333333333,0.888888888888889,0,0.166666666666667,1.95842857142857,0,1
Lupus and Parkinson's disease education.,8,4,0,0.166666666666667,0.166666666666667,1.0262,0,0.5,0,1,0,0,0,0.111111111111111,0.6,0,0.142857142857143,0.6,0
Bullying prevention.,8,8,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,1
Compensation of township board members.,12,12,0,0,0,0.08,0,0.25,0,0,0,0,0.0833333333333333,1.11111111111111,0,0,0,0,1
Health facility nursing staff ratios.,8,8,0,0.333333333333333,0,0.04,0,0,0,1.85953333333333,0,0,0,0,0,0,0,0.0666666666666667,1
Dealer services division of the secretary of state.,11,11,0.5,0.666666666666667,1,0.04,0.2,0,0,0.5,0,0,1.75,0.111111111111111,0,0,0.571428571428571,0.733333333333333,1
State plan for representation of indigent children.,8,8,0.5,0.166666666666667,0,0,0.4,0.25,0,1.69286666666667,0,0,1,0.111111111111111,0.4,0,0.571428571428571,0.6,1
Local government issues.,12,12,0,0.166666666666667,0,0,0,0.25,0.333333333333333,0,0.333333333333333,0,1.2762,2.49684444444444,0.8,0,0.428571428571429,0,1
Physician assistants.,8,8,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,1
Terminated pregnancy form.,8,8,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1
Selection of superintendent of public instruction.,4,3,0,0,0.166666666666667,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
Public safety training matters.,3,3,0,0,0.5,0,0,0,0,0.166666666666667,0,0,0.0833333333333333,0.111111111111111,0,0,0,0,1
Township reorganization and government employees.,12,12,0,0,0,0.04,0,0,0,0,0,0,1.0262,2.0262,0,0,0,0.0666666666666667,1
Charity bingo workers.,2,2,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
Antibullying.,8,8,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,1
Emergency communication districts.,12,8,0,0,0.333333333333333,0,0,0,0,0.5,0,0,0,0.333333333333333,0,0.166666666666667,0,0,0
Partition.,2,2,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Farm plates on semitrailers and tractors.,13,13,0.5,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.142857142857143,0.0666666666666667,1
Urging study of firearms access by the mentally ill.,16,16,0,0,0.166666666666667,0,0,0,0,0.166666666666667,0,0,0.553666666666667,0,0,0.166666666666667,0,1.46666666666667,1
Urging INDOT to rename I-465 the U.S.S. Indianapolis Memorial Highway.,16,16,0,0.166666666666667,0,0,0,0.5,0,0.166666666666667,0,0,0.0833333333333333,0.111111111111111,0.8,0.166666666666667,0.142857142857143,1.86666666666667,1
Recognizing sufferers of Myotonic Dystrophy in Indiana.,16,16,0.5,0.166666666666667,0,0.04,0.2,0,0,0.333333333333333,0,0,0.25,0,0.6,0.166666666666667,0.142857142857143,1.4,1
Exhibiting State of Indiana's support for the nation of Israel.,16,16,1,0.5,0,0.04,0.4,0.5,0,0.666666666666667,0,0,1.16666666666667,0.222222222222222,1.2,0.166666666666667,0.857142857142857,2.2,1
Urging the developmental disabilities commission to study music therapy.,16,16,0,0,0.166666666666667,0.04,0.2,0,0,0.333333333333333,0,0,0.25,0,0,0.333333333333333,0,1.6,1
Commemorating Franklin County's bicentennial.,16,12,0,0.166666666666667,0,0,0,0.5,0,0.166666666666667,0,0,0,1.11111111111111,0.6,0,0.428571428571429,1,0
Recognizing groups protecting the Waapaahsiki Siipiiwi Indian Mound.,16,16,0,0,0,0,0,0,0,0.166666666666667,0,0,0.0833333333333333,0,0,0,0,0.866666666666667,1
Honoring Senator Bray and his wife Maureen on their 50th wedding anniversary.,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93333333333333,1
Recognizing the employees of Express Scripts.,16,16,0,0,0,0,0,0,0,0.166666666666667,0,0,0.0833333333333333,0.111111111111111,0,0,0,0.666666666666667,1
Honoring Chase Stigall, New Castle, for his success at Butler University.,16,16,0,0.666666666666667,0,0.08,0,0,0,0,0,0,0.166666666666667,0,0,0,0,1.93333333333333,1
Honoring Valparaiso HS Gymnastics team, fourth straight state championship.,16,16,0.5,0.333333333333333,0,0,0.2,0,0,0.166666666666667,0,0,1,0.111111111111111,0,0,0.571428571428571,2.33333333333333,1
Honoring Big Brothers Big Sisters organization.,16,16,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,1
Recording of new lots.,2,2,0,0.833333333333333,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.133333333333333,1
PERF and TRF COLAs.,8,8,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1
Motor scooters.,13,13,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Public contract for services.,11,3,0,0.333333333333333,1,0.04,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.166666666666667,0,0.133333333333333,0
Airport boards.,13,13,0,0,0,0,0,0,0.333333333333333,0,0,0,0.0833333333333333,0,0.4,0,0,0,1
Hidden compartments in vehicles.,3,3,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1
Emergency ambulance services report.,8,3,0,0.166666666666667,1.33333333333333,0.04,0,0,0,1.33333333333333,0,0,0.25,0.111111111111111,0,0,0,0.2,0
Various education matters.,4,4,0,0,0.166666666666667,1.0262,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,1
Taxation.,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0,1
Selection of justices and appellate court judges.,3,3,0,0,1,0.08,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0.0666666666666667,1
Sales tax holiday for textbooks.,15,2,0,1.5,0,0,0,0,0,0,0.666666666666667,0,0,0.666666666666667,0,0,0.958428571428571,0,0
Civil immunity for services in emergency.,3,3,0,0.166666666666667,1.83333333333333,0.04,0,0,0,0.833333333333333,0.333333333333333,0,0.333333333333333,0.111111111111111,0,0,0,0.2,1
Relocation of new motor vehicle dealers.,2,2,0,1.83333333333333,0.333333333333333,0,0,0,0,0,0,0,0.0833333333333333,0,1.2,0,0,0.866666666666667,1
Fraudulent financing statements and liens.,2,2,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.142857142857143,0,1
Reporting large campaign contributions.,5,5,0,0,0,0,0.8,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,1
Cell phone GPS tracking.,2,2,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prescription drug costs.,8,8,0,0,0.333333333333333,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,1
Income tax deductions.,15,15,0,1,0,0,0,0,0,0,0,0,0,0.888888888888889,0,0,1.387,0,1
Evaluation of appointments of major agency heads.,11,11,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0.111111111111111,0,0,0,0,1
Self-donated blood.,8,8,0,0.166666666666667,0.166666666666667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1
Starke County CEDIT for jail.,15,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.133333333333333,0
School employee contracts.,4,4,0,0,0.166666666666667,1.2,0,1,0,0.166666666666667,0,0,0.333333333333333,0.111111111111111,0,0.166666666666667,0,0.0666666666666667,1
Synthetic drugs (including &quot;bath salts&quot;).,8,8,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,1
Real property reassessment.,15,15,0,0.666666666666667,0.166666666666667,0.04,0.2,0,0,0,0.333333333333333,0,0.0833333333333333,0.222222222222222,0,0,1.42857142857143,0,1
LIFE scholarships.,4,10,0,0,0,0.16,0,0,0,0,0,1,0,0,0,0,0,0,0
Participation of property owner in tax referendum.,12,15,0,1.16666666666667,0.166666666666667,0.12,0.2,0,0,0,0.333333333333333,0,0.0833333333333333,1.22222222222222,0,0.166666666666667,1.387,0,0
Nonresident income tax for Gary.,12,12,0,0.833333333333333,0,0,0,0,0,0,0,0,0,1.11111111111111,0,0,1.10128571428571,0,1
Exemption of farm drainage components from sales tax.,15,15,0.5,1.5,0.166666666666667,0,0,0,0,0,0.666666666666667,0,0,0.777777777777778,0.2,0,1.67271428571429,0.0666666666666667,1
Various securities division matters.,2,2,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0.166666666666667,0,0,0,0,0,1
Vigo County innkeeper's tax.,12,12,0,1,0,0,0,0.5,0,0.166666666666667,0,0,0,2,0.6,0,0.815571428571429,0.733333333333333,1
Vehicle Bill.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.733333333333333,1
Study Committee on Common Core Standards.,16,16,0,0,0.166666666666667,0.04,0,0,0.333333333333333,0,0,0,0.0833333333333333,0,0,0,0,1.26666666666667,1
Honoring Brown County algebra students upon great test performance.,16,16,0,0,0,0,0,0,0,0.166666666666667,0,0,0,1,0,0,0.285714285714286,1.6,1
Honoring Evansville Bosse HS for outstanding academic progress.,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,1
Urging Legislative Council to require DCS to report to HFC.,16,16,0,0,0,0,0.2,0,0,0.166666666666667,0,0,0.0833333333333333,0.111111111111111,0,0.166666666666667,0,1.26666666666667,1
Honoring Robert Gipson, decorated World War II hero.,16,16,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,1
Commemorating the 75th Anniver. of the Wildlife & Sportfish Restoration Programs,16,16,0,0.333333333333333,0,0.08,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.533333333333333,1
Study of ways of incorporating clean energy resources.,16,14,0,0,0.166666666666667,0,0,0,1.0262,0,0,0,0.0833333333333333,0,0,1.35953333333333,1.0262,1,0
Expressing thanks to the doctors who took part in the Doctor of the Day program.,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866666666666667,1
urging the leg. council to est an interim study committee to study gaming issues,16,16,0,1,0.166666666666667,0,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.444444444444444,0.4,0.166666666666667,0,2.2,1
Raising awareness of Inflammatory Breast Cancer.,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666666666667,1
Supporting New International Trade Crossing between the U.S. and Canada.,16,16,0,0.666666666666667,0,0,0,0.5,0,0.166666666666667,0,0,0.0833333333333333,0.111111111111111,0.6,0,0.142857142857143,1.4,1
County and township assessor qualifications.,12,12,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,2,0,0,0.285714285714286,0.133333333333333,1
Grandparent and great-grandparent visitation.,8,8,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0.0666666666666667,1
Redistricting.,5,5,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1
